,Key,Line
3500,taken,"?u's7l6l£  42/  in december of and taken to the  1963,  i  principal's office,  a revolution?"""
3501,where,"i  my  was pulled out of where  i  was  that a swiss radio station had just reported that  ""has there been  14  asked."
3502,imprisoned,"there seemed  him  son, despite our habitual anxiety, for  told in  history class  to  be no rea-  be imprisoned under any  other circumstance."
3503,taken,"de  no  other dignitaries  gaulle had taken a liking to  him, perhaps on account of father's welcoming speech, which he de-  de when i  livered in french with various allusions to french literature."
3504,arrested,some  forty other people  had been arrested with him.
3505,lawyer,"mr. behdad, a prominent lawyer  who  later  to the british?"
3506,jail,in  there  jail  taken to  was always  a  vase of fresh flowers in  room;  his  after his  re-  he discovered that  lease  they were sent anony-  mously by esmaili.
3507,war,"things i've been silent about  hile mother and aunt nafiseh waited  stood a  little  apart,  had already begun our war  for  —  i  little  smile."
3508,detention,"only when  mother and  mumbling about staying  i  in  my a levels with the help of private tutors and she,  some reason best known to her, wanted me  which seemed  gate of the  at the  wearing what could have been interpreted by  sympathetic observers as a brave  tehran and doing  ij5  temporary abode for ordinary criminals,  police detention center, the i  \  to leave as  the car deposited us in front of that  beyond the walls  to stretch  soon as pos-  huge metal  into another  gate,  kingdom, did  i  suddenly panic."
3509,where,"well, but now,  i  will  i  still  in the  ""that you could  shahnameh, and  i  light a feather,  would come  be there for you, no matter where  i  to  am."
3510,situation,and yet acting as if this situation did not affect us was also a lie.
3511,jail,"words come mostly  to  my  —always come  when  as if  what would become of my  would be freed the next  would be sentenced  why jail  now some  think of those days  we have of these  mind, certainly both ""tragic"" and ""ironic,"" but  was bewildered,  i  i  to us with a delay, after  walking  father."
3512,murder,"or worse, that he would be murdered in  and  illation  his  murder would be presented  as suicide."
3513,where,"between two extremes was repeated  at  this constant vac-  home, where  mother, brother, friends, relatives, and sympathetic strangers stories  my  wove  of hope and despair."
3514,jail,"""today  jail  it is  in his diary  because every day  exactly nine  months  me in jail,"" i read in the first entry."
3515,situation,"this situation has  since they put  they arrested  been that  worsened since the new government took over."""
3516,power,"mansour's rise to  been meteoric: chief of staff to the prime minister  at thirty,  man of the economic council and vice prime minister  hassan  power had then chair-  in 1957,  when  things i've been silent about  he was about thirty-four."
3517,where,"i  watch  them, two young men, confident and sure of where they stand and  where they  will  be going, an intimate pose, almost conspiratorial."
3518,question,"this question would  come up  numerous conversations  my  father  had with friends and  family, as well as in the pages of his diary."
3519,jail,"among friends,  tell  us the truth,"" the good-natured  editor of the popular magazine  ""are you in  jail  omid iran,  for supporting the parliamentary candi-  dates that the americans couldn't stomach or for leaking the  americans?"
3520,case,"american  if  it  is  the former  we  will start contacting  friends in high places; if the latter,  icans, but if neither  is  teased  list  to the  our  anti-  we will lobby the amer-  true,"" he said with a laugh, ""then  your case  is  truly hopeless!"""
3521,charges,"few believed the charges against him, not  valry?"
3522,offenders,political dissent in iran  inality:  most offenders are  room  for defense.
3523,situation,"made  the  my  whole  the  tried  is  on bogus charges and there  fact that the charges  situation unreal, almost a  is little  were not taken seriously  little  lesson in iranian politics and public  first  form of crim-  treated as a  comic."
3524,thief,been a great  am not a thief or an embezzler.
3525,where,"to  remain mayor of tehran, to  tions a tape in  him and  a  which  his  finish  enemies had faked a conversation between  woman at a party speaking condescendingly of the  where do we go when no amount of provide the answer?"
3526,jail,"try tions:  as  he might, he cannot answer the two most important ques-  why is he in jail and what will happen to him?"
3527,case,"we  far saner  is  shah who  find a  the decent thing, and  my  and more believ-  forced to see reason,  is  father  is  able at last to pre-  sent his case forcefully, logically, and convincingly."
3528,where,"a more equitable world is established in this parallel universe, where sorts of people are  all  and even  advise,  does: he listens, he  ""i  and son,""  diaries."
3529,jail,"lyze,  ""when  maybe  volumes and almost  jail  later."
3530,jail,were among  this in reference to the jail  fifteen  and  in his  for performing well  and  he  jail  most  until his release  fruitful.
3531,power,"they have more time than now, and the power to ana-  father's diaries, recording his life in  his diaries,  do the  these writings will be a source of counsel and guidance  that his years in  was  whatever was in his way."
3532,prison ,"mate exoneration four years  at  shah  first for myself and then for my daughmy father writes some two hundred pages into his prison  for them."""
3533,jail,"it is  as if jail  of life into moments of exquisite intensity, so  languages, writes and reads, ponders history,  and sheds over twenty pounds."
3534,insane,"paints,  in  he  diary  his  de-  an insane daily rou-  scribes  wake up  tine."
3535,detention,7  eat breakfast  i  —  with the  detention center's officers  and read to  10  until 8.
3536,prisoners,"between 10 and noon  i  usually have visitors, or officers visit  and other prisoners  me."
3537,war,"feelings of frustration, his  sense of betrayal and grief, to conversations with the prison staff,  other prisoners, visitors, family, and friends, to  comments on  the  144  a\ar nafisi  i  country's political situation and events in other parts of the world  war  churchill's death in 1965, the  doms of  american pedple,  the  vietnam."
3538,prisoners,"he creates a collection box to help other prisoners post bail, learns how to paint, polishes his german, and starts to learn two new languages, russian and armenian, from another inmate."
3539,jail,"in  jail  decades  he works on the three children's books that he will publish  later: a translation  of la fontaine's  beautiful illustrations copied  by ferdowsi, and  from the  a selection  stories,  complete with  original, a selection  of stories  of stories by the great persian poet  me and my brother these stories when we were three or four years old, and how important they are."
3540,case,"he describes how he  most cases  his tone  is  taught  reflective,  but in the case of ferdowsi he be-  things i've been silent about  comes  \  145  times tongue-tied."
3541,crime,"the  cording to  who was known  general fer-  as  general was arrested on charges of molestation, but, ac-  my  father, his real  crime was that he was legal counsel for  haji tayeb, the boss of tehran's vegetable market, for supporting ayatollah  khomeini during  who was executed  the june 5th uprising."
3542,prisoner,"strange people keep popping in and out of the pages: a gifted  who becomes father's teacher, a young man with four hundred girlfriends who is accused of killing one of them, the frustrated prisoner who hangs himself, the american arrested for killing his wife."
3543,where,"room where he was  he remembers how,  people keep telling him  he  that  is  and that tells  me  killed!"")"
3544,jail,rested  on god and  cannot help but think  —how  jail  for  —with  him might in-  chapter  i  6  t& £42a£&sl w/l^fuz^ns  owever much father was on our minds most always on our minds  new  the  reality  became  —we had  to live  part of our routine.
3545,crimes,"sickness  and misery  drug  users,  i  had grown accustomed to mother's  we needed  a shot of  drama  she shouted and accused us of our various crimes  hysterical, cried, tore  up our  hurt ourselves physically."
3546,state,"she had the  satisfac-  a\ar nafisi  148  tion, so  beloved of dictators, of a permanent  later, after the islamic revolution,  pared ourselves for a time  lem with such a  you wanted  state  of emergency."
3547,conviction,"comes  by  state  used to joke that  of affairs was not that you did not get to do what  the reigning deities left  self,  like this  i  but the effort to appease or  you so exhausted  that  it  resist  prevented you from  to this day having fun, just plain enjoying my-  at the cost of a conviction that  i  have committed an unde-  tected crime."
3548,charge,"she reserved her most scathing comments  nassiri, the  who was now in charge of iran's savak, and pirasteh, the minister  former head of police,  feared intelligence organization,  who was my father's number one foe."
3549,case,"""i  for general  am  weak-minded  for concocting the case against  my  not afraid of these cowards,"" she would say, ""these criminals."""
3550,pen,was  it  in his ed-  said that the  pen was the shah himself.
3551,taken,"things i've been silent about  \  i5i  for father what was not written, what was taken out, became more important than what was published."
3552,executed,"they were both executed by  general pakravan,  meini after the june  5,  khomeini's islamic regime."
3553,jail,"she would dial  father,  a  number and say  provocatively, ""i  know  mr. nassiri's henchmen  me tell you criminals, butchers, defilers of whomever she had called would try to appease her, but  are listening in, so let  women she  ...""  would go on with her barrage of  visit  father in  jail  epithets."
3554,sentence,"later, people  and ask him to contain  the reason his sentence  would  his wife, saying that she  was  was being prolonged."
3555,jail,i  think the years  mother was  —during most of —were among  my father was in jail  in parliament  the best years of  mother took her job very seriously: she brought to  it  same  the  ferocity and determination that she brought to everything she did.
3556,court,"in the fall  controversial  in 1963.  deficits,  man-  office,  he  creating a taxi  had to overturn  that he  of 1964, the mansour government brought a  to parliament  known  as the capitulation law,  which  gave diplomatic immunity to american military personnel, placing  them beyond the jurisdiction of the iranian court far acts."
3557,criminal,"those who voted  with indignation, had no pride in their  and  civil  or criminal  my mother and a few others (only one other person, she insisted)  now  foreign  the americans."
3558,law,"her courage in voting against the capitulation law,  but she puzzled most people with her decision to oppose the family protection law of 1967."
3559,law,"this law abolished extrajudicial divorce, per-  mitted  polygamy only under  special family courts."
3560,law,she argued that pass a law claiming to protect still  women  it  was  hypocritical to  that stipulated that they  would  require the notarized permission of their husband to leave the  country.
3561,law,"she  was too  radical, or too inflexible, to accept the  compro-  mise that had been proposed, and she preferred to vote against the law than to take what she considered to be half measures."
3562,where,you never knew where you stood with him.
3563,where,"in a country where the government has never been honest and open with  mors replace fatal,  facts."
3564,death,"its  from  people, and the real the start  was obvious  but until a day before his death the  was improving."
3565,death,"how  he stood by the window of his  hall leading to the  ""his death made  did not sleep  all  night."
3566,jail,country;  is  in  jail  thanks to shameless rivals and their malicious cohorts and three meters  away  the other rolls in his  the coroner's fridge.
3567,term,"sour was assassinated, the one  it  was  incredible that  who had been considered so lucky, who  had promised hope and created so much controversy during term  as  prime minister, the one  who had  pared to the young and handsome john  made  man-  f.  his short  time and again been com-  kennedy."
3568,guilty,"in this case she  the guilty party."""
3569,arrest,"""from  the day of  my  arrest  i  was happy with the thought  nezhat would be chastised and that she would  world should be  the illusion that the  when she saw me  in  jail,  when  her understand  i  at  finally dispense  her service."
3570,jail,"""i used to think  at that nose,""  felt like  was  jail it  mrs. sari would  a cadaver in  anatomy  tell  class."
3571,imprisonment,parents were content to say that  i  i  his family that  should be allowed to  but suddenly the shock of my father's contin-  ued imprisonment made everything plausible.
3572,where,"if  we  lived in a  world  160  a\ar nafisi  |  where fortunes could be made and unmade so  who were supposed  arbitrarily,  then girls  marry  to continue their education could also  sixteen or seventeen or eighteen, not because they  at  were in love but be-  cause there was a decent guy from a good family offering the promise  no one would force me, but no one would allow me to go out with boys my own age, either."
3573,taken,my conversion to woody allen had taken some time.
3574,law,"little like  become  an american football  a great writer or philoso-  my infatuation began when i was fifteen and he was twenty-one, law student  a second-year  at the  university of tehran."
3575,serving,"i  serving their every  playing  is  —one  ""wait,  i  that  remember  i  and she  table  have something to  tell  is  he  about the is  as if  i  time he  first  much  not so  his re-  had been there, ob-  the dining-room curtain."
3576,situation,for tle sister  then  at  i  we  did have a situation with  and he would give  some point  me  my mother.
3577,where,"little  replaced the older sister in his affections, a shift  i  which he demonstrated by becoming highly jealous and possessive and by giving  me  the persian translation of  most sentimental book, across dressed  n 0ome  less  of where she was."
3578,jail,"mehran or any of my  some  mother  uncles, but  is it is  i  to  in session, but  say, casually,  stuff here  very  is  jail  my better judgment  up."
3579,situation,autumn  heart pounds in the late  situation  is  tall  is  am wearing my  chill.
3580,where,i  walk a maze of winding  where i am confronted by my mother.
3581,escaped,"the mornings,  i  when, on  would suddenly stop the  —deep  into  my  still  taking  away our  father escaped into his  picture his expression in  a plateful  trips to  our  of aromatic jasmine  villa  car and plunge into the  wildflowers to plant in the garden."
3582,notorious,"was notorious  —  —  were celebrations of her love  wrote passionately about  politics  those for which she  affairs,  but she also  and  near the end of her  society, especially  she had the audacity to acknowl-  life."
3583,liberty,"underneath  my  with first  it i  the  title  of a  poem by  the top of a page in  wrote that  i  name, a  liberty  seldom  if  like that."""
3584,taken,"were more  like  i  wrote  ""women  in  for-  my diary  had a huge  mother about forough (she was always referred  to  fight  by her  ever taken with the male poets)."
3585,state,"what  to  was completely  reached the conclusion that said to myself,  nor  had refused  state  diary."
3586,question,"""despite  to  prominent family with  said, ""a  your a  173  \  to the question of  father,  it is  good name."""
3587,bully,capable in a  crisis  i  than the seemingly fragile  they can be  women  confi-  far less  they bully and  are secretly afraid of.
3588,transferred,"the one person who constantly thought of me has now transferred her affections to another."""
3589,pleaded,mehran called  me up  to the  brother pleaded with  uncle  abu torab  me  called  end imploring to call  it  off.
3590,stretch,"father had bought the place years earlier,  he  loved  when  stretch of land  was undeveloped."
3591,where,"my eyes and imagine myself in a place where i  feel truly at  home,  i  would choose  can  that house, that garden."
3592,where,"and that is where we went, my husband and i,  honeymoon."
3593,guilty,"was something you did because  was  it  expected of you, because you could not say no, because you did not care, could not care,  and so you would be coy about  the seriousness of comments  you made, such  none of the  experiences of abuse  feel as dirty  and guilty  the  undermine  as please don't hurt  me."
3594,where,"it  was  a  i  took to  shame that would  chapter  19  ^ri6isl4*~  n september, when rolled as a  freshman  we  university of  at the  norman, where  arrived in  oklahoma  so that  en-  i  mehdi  could finish his engineering degree, quite a few surprises awaited me."
3595,state,"finally father  and uncle the  state  of his financial  had to disclose and  affairs  let  to  stolen  mehdi's fa-  them know  that  from having stolen vast sums, he had been living partly off loans  from  his brothers ever since  he'd been in  ogized, he had tears in his eyes after  wrote in his diary legitimate."
3596,seclusion,all day ifixed  my life's eyes on  those two anxious fearful eyes  which avoided my stare  and sought refuge like  i  in their lids ' safe seclusion  liars.
3597,tortured,"life,  abandoning her hus-  of marriage, was not an easy  her attitude was not self-congratulatory  but one of tortured guilt."
3598,death,"later,  i  discovered the  poems of alam  housewife almost two generations older than farrokhzad  been forced to marry a  man twice her age whom  of religion, loveless marriages,  death these  classical poets:  lit-  taj, a  who had  she found physically  —denouncing wasted —among  she hid the poetry she wrote  books by her favorite  made  the self reflected in the mirror that stares back  self,  erary progenitor of this reflected image in the  repulsive."
3599,guilt,"but leav-  her with guilt and  lives  the hypocrisy the pages of  hafez, saadi, nezami."
3600,death,"in a poem called ""predicting women's freedom,"" she dreams of  a{ar nafisi  182 i  when women  a time after her death  says that ""tomorrow's freedom""  her  she  lap."
3601,case,father's case had not progressed much.
3602,justice,"he had  backs, in the end justice  always told us that however vexing the  would prevail, but now we could  set-  see perfectly  clearly that justice did not in fact prevail."
3603,where,"after a meeting with one  offered to lend  him money, he  have reached the point where the contractor whose offer of  writes, ""i  mans""  who  i  refused  now  offers to loan  about seven hundred dollars  damn  dishonor?"
3604,freed,there talk that  had  he might be freed on  tried to  they  felt that this  his release.
3605,situation,"worries are confined to two areas: the economic situation and likelihood crisis  and the problems with the implementation of justice, and he  mentions  my name in this regard."
3606,trial,"in the one published on july  wrote a  series  1966, he wrote:  6,  smell of a frame-up  the most  notorious case at the  moment  is  the 32 month's im-  of the former lord mayor of tehran,  prisonment without  trial  ahmed  once highly regarded and favored by  [sic]  nafisi."
3607,case,the  case smells of a frame-up  sonal and political enemies.
3608,case,"a few weeks ago,  after  by  his per-  2000 pages  of interrogation were taken down, the prosecuting attorney  found no case against him."
3609,jail,"but instead of his  quence was the  main  initiation  in jail for years  of a  release, the conse-  new interrogation."
3610,police,"it  was  said that the secret police  had banned  its  publication  but amirani complained to the shah, who, pleased by the compli-  ments to  his  reform agenda, ordered  its  release."
3611,case,"in a culture dependent  article created a  on gossip and  nuendos, the fact that permission had been given to reprint the  was taken  he was  as a sign that  visited  ulated that he  my  by excited  father's case  friends  would soon be  would soon be  and well-wishers,  free."
3612,arrested,"""if they  like to close his  had kept  me  for only  ten days or a month,"" father writes in his diary, ""if they had produced  only some twenty or thirty  workers and  against me, if over 300 municipal  had not been persecuted, threatened, and forcibly  staff  by  interrogated  files  some  the justice department,  dragged through the mud,  if  the  arrested and their  amount of money  the  names  government  claims to have been involved was not six hundred million tumans, per-  haps the prime minister's proposal would have had some meaning."""
3613,freed,month  later  jahanbani visited father again to say that the shah had  ordered the justice department law: he  would be  freed  could defend himself.
3614,bail,on  my  bail  at  to  wrap up  esfahan around  my  grandfather's  my  cial to  mended at  father.
3615,jail,"this  him  spirit,  who  according  where he  excitedly that she heard  rahman  said that this to  trial  shah had ordered the prime returned from a  visit  communed  with  time and claimed that he had jail  term would be benefi-  rahman, grandfather's  pay more attention to  this point,  follow the letter of the  last to  and would be granted a  from the shah's mother-in-law minister to  a  his  spirit  recom-  mother."
3616,jail,he said that father was in jail because of his own stubborn inflexibility.
3617,charge,"crimes  i  it  my  father published the letter he ultimately wrote  he reviews every charge brought against him and re-  then he  writes: ""i  would  like to  apologize for whatever  have not committed, or whose nature  i  am  not aware of, be-  things i've been silent about  cause  i  have perturbed his majesty's peace of mind."
3618,authority,"criminals to the wrath of ceive should  know  will return to  them the  god,  that there  my  koran  says,  leave the true  'those  who  de-  no authority higher than god, who  of their  fruits  general nassiri told  for as the is  i  i8y  \  own deceit.'"
3619,executed,"how easy it was  i  saw  i  felt,  who had been  had incited  had thought of this  sheds tears to  shed tears can also be cruel and his battered face  to  my  surprise,  had dreamed of revenge, not  but for those dissidents  fa-  on  the tele-  came across photos of his cadaver, alongside  those of other executed officials,  sorrow."
3620,arrested,"yet in  he appears as a naive and simple  father in  cated than  man  an immense  just for  my  father,  arrested and tortured, for the  in the hearts  of the people."
3621,bail,"r ;  court, to  ather was set free on  make things  as difficult for  bail in late  him  august of  1966."
3622,bail,"the  as possible, set the bail at 55.5  million tumans (roughly 6.5 million dollars)."
3623,justice,"father writes with ex-  citement and evident pride that he was shocked to see ple flooded the justice  department to put up  crying,"" he writes."
3624,bail,"—  watches tyranny in silence and  it  the fact of  its  —through passive  from different walks of life and different  owner of  in time  re-  existence-  those here today to bail  street as well as the  189  \  me  out there were people  religions: the grocer  up the  man  the iran super market, a jewish  with hundreds of millions in capital."
3625,trial,no trial date was set.
3626,justice,"result  our  at  hand, which he  the justice department was overrun with  ther  and drained, the  re-  me if that happens?"""
3627,question,"a question  it,  can agree with someone's political stance but dis-  agree in a fundamental  ence  two  ost serious confrontations in  are existential."
3628,freedom,"have the freedom to wear jeans  to  my private notes had gone from ladies' home jour-  nal to betty friedan, in part under the influence of a professor  had become a friend and mentor."
3629,where,"for,  followed  mexico, where she had  i  felt  while  i  moved  real reason for leav-  my professor friend to a to start a  new  career as  at a small college."
3630,court,"i  new mexico when my  september of 1967, one year  earnest, in  would be open; not even  the evidence presented up  my  father's trial started in  after his release  was allowed  father's brother  in court  a fabricated tape  was  it  that  it  to attend."
3631,case,but father's was clearly  of the case against him.
3632,question,"peated his question again, and  the mullah  he got to the pulpit, he asked his  and others no."
3633,court,"he asked  as  the court that this  was  don't."""
3634,court,"father  he stepped  his story: ""i don't  denounced the court and accused certain  name, including pirasteh, of malicious conspiracy."
3635,charge,officials  he went  by  over  every single charge and refuted them one by one and closed with a  poem he had written for the occasion.
3636,trial,"the trial ended on november 27, 1967. all  father was exonerated of  but one charge, insubordination, as a result of which he was  banned from government  service."
3637,power,"the  that neither  next summer,  my father nor my mother asked me to  when mehdi and  i  returned to tehran,  my parents did everything in their power to make the process easy for me."
3638,power,"my father reminded my husband of my power to ask him for alimony at any time, even if we were  not divorced."
3639,case,"alimony in iran was the  agreed on  at the  money both  sides  time of marriage to be paid to the wife in case of di-  vorce, but that she could claim at any point during the marriage."
3640,jail,"for the  first  to lose everything,  time  father spent in  jail  changed our  my mother was a changed person."
3641,taken,"life settled  lives  how easy it is way we looked at all that we  realized the fragility of life,  and that changed the  had taken for granted."
3642,imprisonment,"hope of a  mohammad  desir-  and  i  he was released he must have decided that since  were out of the question, he would  happy domestic  imprisonment brought on  married and divorced, losing  be seriously unfaithful to able public  life  that  start again:  can say in  new  at eighteen,  demand  but  my  try to  fulfill  mother did not change  his  dream of a  at all."
3643,where,"remember, he  i  he had  resting  illuminated  so  i  to graduate early said,  you  had always  didn't  before he got too  want  as  soon as  to leave us in the first  an  artificial light  where  i  half  from the lamp."
3644,where,"i  do not regret  home sooner had i gone  barbara, where there was no nascent iranian students' get involved in, and  i  intimate portrait, father and daughter,  stayed at the university of oklahoma."
3645,where,"not even my former husband, who would write me loving letters from iran, advising me how to behave, where to go, what to do, how to preserve my can  integrity."
3646,taken,"could have been  she  is  always anx-  as the center  of the  he had taken the great-  was  essential to him, to  esfahan  to leave  at eigh-  had a beloved,"" he wrote  ""a space to be alone with her, loyal to one another and joyous  together, but regrettably  i  am getting old and am afraid  that these  remaining days will also pass and the imaginary happiness  few  dreamed  i  of will always be inaccessible."""
3647,taken,"mother, who could not keep  away from father's office, had taken a liking to shahin during her regular visits."
3648,death,later father  rahman had informed my  shahin had refused rahman's sexual ad-  liaison after  he told me this after rahman's sudden death in the summer of  1973.
3649,death,father grieved for his death  and  felt that  had he not abused  rahman would perhaps have been  extraordinary powers  his  useful for  himself and those close to him.
3650,war,in the mornings we marched against the vietnam  war and ings.
3651,taken,"202  a^ar nafisi  |  earlier that year opposition to the as  it  shifted  more  shah had taken on a new urgency  from the mainly peaceful methods of the old groups  militant  to the  means of the two new armed revolutionary groups, one marxist and another muslim."
3652,police,"in  an armed uprising in the village of siahkal, a group of marxist guerrillas, called the  organiza-  —  khalgh  tion of fedaian-e  all  young, educated, middle-class  men and women killed in a clash  —were  either  with the police  or apprehended and later executed."
3653,establishment,"following year he quixotically decided to  shift  the  from the islamic calen-  things i've been silent about dar,  which  starts  with the prophet's  new one based on  from mecca  flight  the establishment of the persian  the great, bringing the year  from  203  \  medina, to a  to  empire by cyrus  1355 to 2535."
3654,state,"was easy  for a  inside iran, of course,  found myself drawn into the con-  federation of iranian students, one of the most active  ments  re-  defined iranian history as beginning only  there  i  was not  campus move-  treated as a  invited to participate in reading groups  young  on engels's  the origin of the family, private property and the state, marx's eighteenth brumair, and, later, lenin's state  fellows for  tom jones,  persuasion, and winesburg, ohio,  the time classes started  and revolution."
3655,where,hammad had  enrolled at the university of  then transferred  where he got studies at the  somewhat  to paris  first  his  for social research.
3656,police,group  chinese student  secret police  who was  once quiet and persistent.
3657,state,"me from mont-  in search  it,  the  ceremony  itself  2o8 i  a^ar nafisi  the morning before civil  ceremony and,  the  in the  wedding we went to  middle of it  all, i  the state  repressible laughter."
3658,repression,"armed  and  militant organizations  in-  creasing repression polarized the opposition's political discourse, radicalizing the student  movement abroad."
3659,taken,"was  the 1930s,  ties in  dissertation  i  had not had time to in  for  me  mother never  failed to guilt-trip bijan's family  father's footsteps i  was  taken care of store for  her  kill  that  in  at  a  1930s."
3660,state,"""is this what  is  in  mother was  in a terrible state for  reasons."
3661,state,"she genuinely believed that  government agents  bijan, especially  year, president  rights in the state icy."
3662,where,"my daughter for no good  she 'd lament, muttering under her breath that he  of our  my dis-  back to writing  to get  on mike gold and the proletarian writers of the  ""married two weeks and he leaves  her that  find a place  with her to work on  new york, the locus of most radical  good place  a  new york, where my brother was  would move  i  stayed on for two  bijan's  when he  jimmy  traveled in europe."
3663,prisoners,released and the treatment of those in  jails  to imple-  a human-  that the rights outlined  political prisoners  were  improved.
3664,where,"in the rain while poets  where the lack of freedom of expresthe last night, soldiers stood outside  and writers spoke of suppression."
3665,state,"and deliberately ignorant of  and yet everything was there  for us to  khomeini's book the rule ofjurisprudence called for the creation  of a theocratic  state ruled  by  nounced women's suffrage  a representative  as a  form of  of god; he had de-  prostitution; he  had made  countless pronouncements against minorities, especially baha'is and  jews."
3666,state,plied in his public statements that once he returned to iran he retire to the  holy city of  qom  and leave the  affairs  of the  im-  would  state to  politicians.
3667,state,"the confederation of iranian students planned huge demonstrations in  washington, d.c., on november united states bijan,  state visit to the  15, 1977,  who had  france, went directly to washington and  i  during the shah's  just  joined  returned from  him  there."
3668,death,"different fac-  a few of the shah's de-  fenders had gathered close to the  white house lawn,  drowned out by our  to the shah;  slogans:  death  cia  their voices  agents, u.s. ad-  visors out of iran; iran the next vietnam; u.s. get out of iran."
3669,where,"we  later she  returned to iran and  finally settled in  i  went  to  d.c, where he went  d.c. again to  work  to  for a  my dissertation."
3670,where,"congress, where  i  some mornings  i  would go  to the library of  spent delicious hours looking through old micro-  things i've been silent about films of  and  new masses, and other publications from the me up after work  the masses, the  my  thirties for  213  \  dissertation."
3671,crime,"and over four hun-  shah's government denied it  was the work of the  both the secular and religious opposition  re-  fired  back, accusing the regime of committing the crime with the express  purpose of blaming them to undermine popular sympathy."
3672,taken,"it  was  sig-  had taken place during the holy month of ram-  few people believed what the government said, and the atrocity  became  a  symbol of the lengths  to preserve  to  which the shah's regime would go  power."
3673,prosecutors,"dismay and surprise the new islamic government ignored  them: their protests and  sit-ins  were attacked, and several prosecutors  resigned in the middle of the investigations."
3674,guilty,"in  some  trumped up  guilty and innocent alike,  cases  —one  it  was  officer  directly involved claimed  blatantly obvious that the charges  who was found  even been present in the city  were arrested and exe-  at the time."
3675,executed,guilty and executed  were  had not  a young man who had been  he had confessed to the authorities but no  one would take him seriously.
3676,guilty,"the  the shah's police had been guilty of, in this case,  was bad judgment."
3677,crime,"greatest crime  panicked and overwhelmed, they had acted foolishly: seeing a group trying to light a small  fire in a  corner and hoping to catch the culprits  before they could escape, they ordered that the doors be shut until the  by  firefighters arrived."
3678,building,"then, the fire  had spread  to the  whole building  and burned almost everyone."
3679,where,"had cultivated  a  from his obscurity in  network of clerics and  allies,  karballa,  where he  suddenly he was thrown  onto the world stage."
3680,court,"in  court  january the ministry of in  tehran had published an  article in the official  etelaat,  under the  newspaper, title  ""black  and red imperialism."""
3681,situation,"this desperate situation was further proof to methat marriages did not  cut your losses,  i  work."
3682,crimes,"2iy  \  i,  like so  nothing  ""and what  savak, he kho-  will prevent  many  others,  was  for  than the overthrow of  less  started to recount, with the righteousness at-  tendant on such extreme positions,  all  of the crimes committed by the  me and said with disdain that i need not trouble he did not pursue the argument, which of course fired me up even more."
3683,where,"n february to  i,  1  979,  khomeini made  a  triumphant return  tehran, where millions flooded the streets to welcome him."
3684,power,"in a manuscript addressed to his wife, majid describes  how  their  romance flourished during those unreal days between february 1979,  when  when he  ayatollah khomeini returned to iran, and february  asserted his  power over the country."
3685,inside,"that day majid, cles to the  ezatt, hussein,  farahabad garrison  they climbed  inside a tank  and noushin rode  their  motorcy-  to support the insurgent soldiers."
3686,evin,"the  dreaded evin prison, jailers  had  left in  great  haste and in the kitchen they found huge colanders, half-filled with rinsed rice."
3687,power,next they went toward another  power  is  not a divine  gift.
3688,power,"it put  beard to hide  its  human  to organize the  on  the  all  the magic was become naked  the shah,  ministers,  were of the human race with no  new power  a clerical turban  has sprayed a  new  and garb and grew a  origin."""
3689,authority,"in his speech introducing bazargan, he referred to himself as a  person  that  i  who had  authority ""through the guardianship [ve/ayat]  have from the holy lawgiver [the prophet]."""
3690,power,"to consolidate his  power, khomeini began to form parallel organizations to the army  and police forces: revolutionary committees and revolutionary militia,  armed organizations whose power was unspecified and unlimited."
3691,ordered,"to possession of alcoholic beverages  on february  decided to declare  1  1th, the  itself neutral  and ordered  return to base."
3692,freedom,"attacked unveiled  the  sit-ins,  freedom  is  shouting,  women  ""freedom  is  global."""
3693,punishment,"family protection law was soon abrogated, and religious laws be-  came  the law of the land, lowering the legal age of marriage (for  women) from  eighteen to nine, legalizing polygamy and ""temporary  marriages,"" defrocking female judges, and introducing stoning to  death as punishment for adultery and prostitution."
3694,jailed,"she had received as a  my  with bijan for tehran,  my parents  dissertation, in the i  had few  illusions  had been summoned  mother was ordered  to repay the  wages  member of parliament and most of the property  name was confiscated, but they were not jailed or executed like many other government officials of their rank."
3695,law,my mother's votes  in their  so  against the capitulation law and family protection law as points in her favor.
3696,jail,"father's life  and  his secret service records,  were counted  was saved because of his  which revealed  his alleged  jail  time  sympathy  for the protestors during the  june uprising of 1963."
3697,disaster,sometimes he  would remind us with wonder  that mr.  time in prison would save  him from  rahman had  a bigger disaster  mother would shake her head knowingly.
3698,charged,"many tempo-  mohammad  had  224  a^ar nafisi  i  own  his  the  on fridays  place but he visited often, especially  which were  ents' coffee sessions,  large  room on  the  ground  charged and heated debates: the  my par-  for  in full force."
3699,power,"father  still  his thesis that if  had high hopes for the revolution: he kept repeating  we  could get rid of the two oppressive forces of ab-  monarchy and orthodox  solute  ate secular felt that  and religious  by strengthening the moder-  religion  forces,  we would be on  prime minister bazargan had the power and the  the democratic-minded groups and individuals into  lusion that  at  was soon put  this point  he  the right course."
3700,trial,"number of colleagues and  friends  were  killed  mr. amirani, the editor in chief of khandanyha,  my  by the new  father so bravely during his years in  good-natured mr. khoshkish,  my  jail,  by the regime  who had  supported  and the soft-spoken and  mother's bashful suitor,  who had  been the head of the central bank, were both murdered without trial or formal charges."
